%dir	flowInd	flowStat	timeFirst	timeLast	duration	srcIP	srcPort	dstIP	dstPort	l4Proto	pktsSnt	l3BytesSnt	minL3PktSz	maxL3PktSz	avgL3PktSz	stdL3PktSz	varL3PktSz	skewL3PktSz	kurL3PktSz	minIAT	maxIAT	avgIAT	stdIAT	varIAT	skewIAT	kurIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpFlags	tcpAnomaly	tcpCntF_S_R_P_A_U_E_C_FA_SA_RA_N_SF_SFR_RF_X	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS
B	39	0x0400000000004001	1750528514.307326000	1750528514.307326000	0.000000000	23.7.213.108	443	10.0.2.100	42416	6	1	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	-0.3888889	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0212	0x0000	0_1_0_0_1_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	40	0x0400000000004000	1750528514.278129000	1750528514.308936000	0.030807000	10.0.2.100	42428	23.7.213.108	443	6	2	100	40	60	50	14.14214	200	-1.414214	2	0	0.030807	0.0154035	0.02178384	0.0004745356	1.414214	2	64.92031	3246.016	0.3333333	0.3888889	0x1001	63644	0	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0006	0x0000	0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	40	0x0400000000004001	1750528514.308934000	1750528514.308934000	0.000000000	23.7.213.108	443	10.0.2.100	42428	6	1	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	-0.3888889	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0212	0x0000	0_1_0_0_1_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	30	0x0400000000004000	1750528514.237520000	1750528514.310721000	0.073201000	10.0.2.100	42410	23.7.213.108	443	6	6	2049	40	1500	341.5	641.0063	410889.2	1.837834	4.422798	0	0.036618	0.01220017	0.019911	0.000396448	1.087728	2.29927	81.96609	27991.42	0.09090909	0.1096669	0x1001	28084	1	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x011f	0x0000	1_1_1_1_4_0_0_0_1_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	30	0x0400000000004001	1750528514.274126000	1750528514.310719000	0.036593000	23.7.213.108	443	10.0.2.100	42410	6	5	1644	40	1480	328.8	643.5437	414148.5	2.236033	4.999896	0	0.031279	0.0073186	0.01399495	0.0001958586	2.202664	4.906935	136.6382	44926.62	-0.09090909	-0.1096669	0x1001	1	19	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x021a	0x0000	0_1_0_1_5_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	43	0x0800000000008000	1750528514.332122000	1750528514.332122000	0.000000000	fd00::7cb9:edff:fe94:8a17	53554	2402:4e00:1900:1400:0:91cd:6bc:3274	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	44	0x0800000000008000	1750528514.332256000	1750528514.332256000	0.000000000	fd00::7cb9:edff:fe94:8a17	54016	2402:4e00:1900:1400:0:91cd:6e8:d682	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	46	0x0800000000008000	1750528515.145591000	1750528515.145591000	0.000000000	fd00::7cb9:edff:fe94:8a17	53564	2402:4e00:1900:1400:0:91cd:6bc:3274	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	47	0x0800000000008000	1750528515.145724000	1750528515.145724000	0.000000000	fd00::7cb9:edff:fe94:8a17	54026	2402:4e00:1900:1400:0:91cd:6e8:d682	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	49	0x0800000000008000	1750528515.179518000	1750528515.179518000	0.000000000	fd00::7cb9:edff:fe94:8a17	35466	240d:c010:64:2::5b	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
